Gaspar_code	FB_Spec_Code	Class	Order	Family	Bellwood_Floeter	Genus	Species	Genus_and_species	Size	Size_type	Depth_min	Depth_max	Size_class	Diet_2012	Home_range	Activity	Schooling	Level
64978	64978	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Trimma	imaii	Trimma_imaii	NA	NA	0	NA	1	PK	S	D	S	B
64979	64979	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Trimma	caudipunctatum	Trimma_caudipunctatum	2.09	SL	0	NA	1	PK	S	D	S	B
6498	6498	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	hepaticus	Gymnothorax_hepaticus	100	TL	0	30	6	FC	S	N	S	B
65000	65000	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gladiogobius	rex	Gladiogobius_rex	4	SL	0	NA	1	IM	S	D	S	B
65004	65004	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	erythrosoma	Apogon_erythrosoma	3.76	SL	0	NA	1	IM	S	N	NA	NA
65005	65005	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Cottoclinus	canops	Cottoclinus_canops	4.519.999.981	SL	1	5	1	IM	S	D	S	B
65006	65006	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Ctenogobiops	tongaensis	Ctenogobiops_tongaensis	3.93	SL	0	1	1	IM	S	D	S	B
65013	65013	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eviota	korechika	Eviota_korechika	2.44	SL	0	NA	1	IM	S	D	NA	B
65014	65014	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eviota	ocellifer	Eviota_ocellifer	1.84	SL	0	NA	1	IM	S	D	NA	B
65015	65015	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eviota	variola	Eviota_variola	2.15	SL	0	NA	1	IM	S	D	NA	B
65018	65018	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eviota	natalis	Eviota_natalis	2.12	SL	0	NA	1	IM	S	D	NA	B
65019	65019	Actinopterygii_(ray-finned_fishes)	Perciformes	Plesiopidae	1	Acanthoplesiops	naka	Acanthoplesiops_naka	0.99	SL	21	32	1	IM	S	D	S	B
6502	6502	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	tuka	Pseudanthias_tuka	12	TL	2	35	3	PK	S	D	L	L
6503	6503	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Centriscidae	1	Aeoliscus	strigatus	Aeoliscus_strigatus	15	TL	1	20	3	PK	M	D	F	L
65036	65036	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Elacatinus	lobeli	Elacatinus_lobeli	3.099.999.905	SL	0	17	1	IM	S	D	F	B
65038	65038	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Roa	australis	Roa_australis	1.189.999.962	SL	97	173	3	NA	NA	NA	NA	NA
6504	6504	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	imperator	Pomacanthus_imperator	40	SL	1	100	4	IM	S	D	S	B
65040	65040	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	lugubris	Pseudochromis_lugubris	6.59	SL	6	15	2	IM	S	D	S	B
65041	65041	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	tonozukai	Pseudochromis_tonozukai	6.26	SL	36	40	2	IM	S	D	S	B
65044	65044	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Cypho	zaps	Cypho_zaps	5.1	SL	2	26	2	PK	S	D	P	B
65047	65047	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Manonichthys	alleni	Manonichthys_alleni	5.06	SL	2	40	1	IM	S	D	S	B
65048	65048	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Manonichthys	winterbottomi	Manonichthys_winterbottomi	7	SL	8	35	2	IM	S	D	S	B
65049	65049	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	alticaudex	Pseudochromis_alticaudex	4.58	SL	2	8	1	IM	S	D	S	B
6505	6505	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Myripristis	vittata	Myripristis_vittata	25	TL	3	80	4	PK	M	N	F	L
65050	65050	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Hippocampus	tyro	Hippocampus_tyro	6.2	NA	0	NA	2	IM	S	D	S	B
65051	65051	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	aureolineatus	Pseudochromis_aureolineatus	7.05	SL	15	30	2	IM	S	D	S	B
65052	65052	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	kristinae	Pseudochromis_kristinae	6.99	SL	0	25	2	IM	S	D	S	B
65053	65053	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	madagascariensis	Pseudochromis_madagascariensis	5.2	SL	0	NA	2	IM	S	D	S	B
65054	65054	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	melanurus	Pseudochromis_melanurus	4.03	SL	0	10	1	IM	S	D	S	B
65055	65055	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	mooii	Pseudochromis_mooii	4.93	SL	0	1	1	IM	S	D	S	B
6506	6506	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Myripristis	adusta	Myripristis_adusta	35	TL	1	25	4	PK	M	N	F	L
6507	6507	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Sargocentron	spiniferum	Sargocentron_spiniferum	51	FL	1	122	4	IM	M	N	S	L
65073	65073	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	claudia	Halichoeres_claudia	8.8	SL	0	NA	2	IM	M	D	F	B
5472	5472	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	oxycephalus	Chaetodon_oxycephalus	25	TL	10	40	4	IM	S	D	P	B
6509	6509	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Amphiprion	ocellaris	Amphiprion_ocellaris	11	TL	1	15	3	PK	S	D	F	B
6510	6510	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Centriscidae	1	Centriscus	scutatus	Centriscus_scutatus	15	TL	3	100	3	PK	M	D	F	L
12296	12296	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	paucifasciatus	Chaetodon_paucifasciatus	14	TL	4	65	2	IS	S	D	NA	NA
6606	6606	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	pelewensis	Chaetodon_pelewensis	12.5	TL	1	30	3	IM	S	D	P	B
6613	6613	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	plebeius	Chaetodon_plebeius	15	TL	0	10	3	IM	S	D	P	B
5571	5571	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	punctatofasciatus	Chaetodon_punctatofasciatus	12	TL	1	45	3	IS	S	D	P	B
65167	65167	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pictichromis	dinar	Pictichromis_dinar	4.2	SL	0	NA	1	IM	S	D	S	B
65168	65168	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Kelloggella	disalvoi	Kelloggella_disalvoi	2.34	SL	0	NA	1	IM	S	D	S	B
6517	6517	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	bengalensis	Abudefduf_bengalensis	17	TL	1	6	3	PK	S	D	M	L
65196	65196	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblyeleotris	neglecta	Amblyeleotris_neglecta	3.4	SL	0	NA	1	IM	S	D	S	B
65197	65197	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gnatholepis	yoshinoi	Gnatholepis_yoshinoi	3.13	SL	0	NA	1	OM	S	D	S	B
6520	6520	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblyeleotris	japonica	Amblyeleotris_japonica	7.4	SL	0	NA	2	IM	S	D	S	B
65201	65201	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	angulatus	Parupeneus_angulatus	14.25	SL	0	NA	3	IM	M	D	M	B
65202	65202	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	minys	Parupeneus_minys	10.65	SL	0	NA	3	IM	M	D	F	B
65203	65203	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	nansen	Parupeneus_nansen	13.9	SL	0	NA	3	IM	M	D	F	B
65204	65204	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	fraserorum	Parupeneus_fraserorum	22.3	SL	0	NA	4	IM	M	D	F	B
65205	65205	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	seychellensis	Parupeneus_seychellensis	23	SL	0	NA	4	IM	M	D	F	B
6521	6521	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblygobius	linki	Amblygobius_linki	4.4	SL	0	NA	2	OM	S	D	S	B
6522	6522	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Amphiprion	frenatus	Amphiprion_frenatus	14	TL	1	12	3	PK	S	D	F	B
6523	6523	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Amphiprion	sandaracinos	Amphiprion_sandaracinos	14	TL	3	20	3	PK	S	D	F	B
6524	6524	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	endekataenia	Apogon_endekataenia	14	TL	0	NA	3	PK	S	N	M	L
6525	6525	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Apolemichthys	trimaculatus	Apolemichthys_trimaculatus	26	TL	3	40	4	HD	S	D	F	B
6526	6526	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Arothron	stellatus	Arothron_stellatus	120	TL	3	58	6	IM	M	D	S	B
5572	5572	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	quadrimaculatus	Chaetodon_quadrimaculatus	16	TL	2	15	3	IM	S	D	P	B
5573	5573	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	rafflesii	Chaetodon_rafflesii	18	TL	1	15	3	IM	S	D	P	B
6531	6531	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Acanthopagrus	schlegelii_schlegelii	Acanthopagrus_schlegelii_schlegelii	50	SL	15	NA	4	IM	W	B	NA	B
6537	6537	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Girella	punctata	Girella_punctata	50	TL	0	NA	5	HM	W	D	M	B
6541	6541	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	bennetti	Canthigaster_bennetti	10	TL	1	12	2	OM	S	D	F	B
6542	6542	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	compressa	Canthigaster_compressa	12	SL	5	16	2	OM	S	D	S	B
6543	6543	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	janthinoptera	Canthigaster_janthinoptera	9	TL	1	30	2	OM	S	D	S	B
6544	6544	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	valentini	Canthigaster_valentini	11	TL	1	55	2	OM	S	D	P	B
6545	6545	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	leoparda	Canthigaster_leoparda	7.5	SL	30	50	2	OM	S	D	P	B
6548	6548	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	tibicen	Centropyge_tibicen	19	TL	4	55	3	HD	S	D	P	B
6549	6549	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	multispinis	Centropyge_multispinis	14	TL	0	NA	3	HD	S	D	P	B
6631	6631	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	rainfordi	Chaetodon_rainfordi	15	TL	1	15	3	IS	S	D	P	B
6551	6551	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	analis	Chromis_analis	17	TL	10	144	3	PK	S	D	M	L
6552	6552	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Diodontidae	1	Diodon	liturosus	Diodon_liturosus	65	TL	1	90	4	IM	M	B	S	B
6553	6553	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Dischistodus	chrysopoecilus	Dischistodus_chrysopoecilus	15	TL	1	5	3	HD	S	D	F	B
6554	6554	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Lactoria	diaphana	Lactoria_diaphana	34	TL	8	50	4	IM	M	B	S	B
6555	6555	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Ostracion	cubicus	Ostracion_cubicus	45	TL	1	280	4	IM	M	D	S	B
6556	6556	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Ostracion	meleagris	Ostracion_meleagris	25	TL	1	30	4	IM	M	D	S	B
6559	6559	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Oxymonacanthus	longirostris	Oxymonacanthus_longirostris	12	TL	4	30	2	IM	S	D	P	B
6560	6560	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Paraluteres	prionurus	Paraluteres_prionurus	11	TL	1	25	3	IM	S	D	P	B
6561	6561	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	clathrata	Parapercis_clathrata	24	TL	3	50	3	FC	M	D	S	B
6562	6562	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	cylindrica	Parapercis_cylindrica	23	TL	1	20	3	IM	M	D	S	B
6564	6564	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pomacanthus	sexstriatus	Pomacanthus_sexstriatus	46	TL	3	50	4	IM	S	D	S	B
6567	6567	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	huchtii	Pseudanthias_huchtii	12	TL	3	30	3	PK	S	D	F	L
6568	6568	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	squamipinnis	Pseudanthias_squamipinnis	15	TL	0	55	3	PK	S	D	L	L
6569	6569	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	pleurotaenia	Pseudanthias_pleurotaenia	20	TL	10	180	3	PK	S	D	L	L
6571	6571	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	randalli	Pseudanthias_randalli	7	SL	15	70	2	PK	S	D	F	L
6572	6572	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Pygoplites	diacanthus	Pygoplites_diacanthus	25	SL	1	48	4	IM	S	D	S	B
6573	6573	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Sargocentron	ittodai	Sargocentron_ittodai	20	TL	5	70	3	IM	M	N	S	L
7393	7393	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Epinephelus	irroratus	Epinephelus_irroratus	27.7	SL	0	NA	4	FC	M	B	S	B
6575	6575	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Valenciennea	strigata	Valenciennea_strigata	18	TL	1	25	3	IM	S	D	P	B
6577	6577	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Ostraciidae	1	Ostracion	solorensis	Ostracion_solorensis	12	SL	1	20	4	IM	M	D	S	B
6578	6578	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	solandri	Canthigaster_solandri	11.5	TL	10	36	2	OM	S	D	S	B
6579	6579	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	richardsonii	Gymnothorax_richardsonii	32	TL	0	10	4	IM	S	N	S	B
6580	6580	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Bodianus	bilunulatus	Bodianus_bilunulatus	55	TL	8	160	5	IM	M	D	S	B
6581	6581	Actinopterygii_(ray-finned_fishes)	Perciformes	Terapontidae	1	Rhynchopelates	oxyrhynchus	Rhynchopelates_oxyrhynchus	25	SL	0	NA	4	NA	NA	NA	NA	NA
6582	6582	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Neoniphon	opercularis	Neoniphon_opercularis	35	TL	20	NA	4	PK	M	N	F	L
6583	6583	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Acanthopagrus	sivicolus	Acanthopagrus_sivicolus	45	SL	0	NA	5	IM	W	B	F	B
6586	6586	Actinopterygii_(ray-finned_fishes)	Perciformes	Cheilodactylidae	1	Goniistius	zonatus	Goniistius_zonatus	45	TL	0	NA	4	IM	W	B	S	B
6587	6587	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Thalassoma	cupido	Thalassoma_cupido	20	TL	0	NA	3	IM	M	D	F	B
6592	6592	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Lithognathus	aureti	Lithognathus_aureti	100	TL	1	150	6	IM	M	D	M	L
6594	6594	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Arothron	reticularis	Arothron_reticularis	45	SL	1	25	4	IM	M	D	S	B
6597	6597	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Choerodon	jordani	Choerodon_jordani	17	TL	15	30	3	IM	M	D	S	B
6599	6599	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	leucura	Chromis_leucura	7	TL	20	119	2	PK	S	D	M	L
6601	6601	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chrysiptera	starcki	Chrysiptera_starcki	7	SL	20	60	2	OM	S	D	F	B
6602	6602	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chrysiptera	tricincta	Chrysiptera_tricincta	6	TL	10	38	2	OM	S	D	P	B
6603	6603	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Diploprion	bifasciatum	Diploprion_bifasciatum	25	TL	1	100	4	IM	S	D	S	L
6604	6604	Actinopterygii_(ray-finned_fishes)	Perciformes	Cirrhitidae	1	Cirrhitichthys	aprinus	Cirrhitichthys_aprinus	12.5	TL	12	40	2	IM	S	D	S	B
6605	6605	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	fasciatus	Apogon_fasciatus	10.3	TL	2	128	2	PK	S	N	M	L
5574	5574	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	reticulatus	Chaetodon_reticulatus	18	TL	1	30	3	IM	S	D	P	L
6608	6608	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Dischistodus	prosopotaenia	Dischistodus_prosopotaenia	17	TL	1	12	3	HD	S	D	F	B
6610	6610	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Chelonodon	patoca	Chelonodon_patoca	38	SL	4	NA	4	IM	W	NA	NA	B
6611	6611	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Thamnaconus	modestus	Thamnaconus_modestus	36	TL	0	NA	3	PK	W	D	M	H
6612	6612	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Genicanthus	lamarck	Genicanthus_lamarck	25	TL	10	35	4	PK	S	D	F	L
10191	10191	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	robustus	Chaetodon_robustus	14.5	SL	30	70	3	IM	S	D	P	L
6614	6614	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	miniatus	Halichoeres_miniatus	12	TL	0	NA	2	IM	M	D	S	B
6615	6615	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Choerodon	monostigma	Choerodon_monostigma	25	TL	0	NA	4	IM	M	D	S	B
6616	6616	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Nemateleotris	decora	Nemateleotris_decora	9	TL	25	70	2	PK	S	D	P	L
6619	6619	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Parma	polylepis	Parma_polylepis	21	TL	1	40	3	HD	S	D	S	B
6620	6620	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Pomacentrus	lepidogenys	Pomacentrus_lepidogenys	9	SL	1	12	2	PK	S	D	F	B
6621	6621	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Pomacentrus	nigromarginatus	Pomacentrus_nigromarginatus	8	TL	20	50	2	OM	S	D	S	B
6622	6622	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Stethojulis	trilineata	Stethojulis_trilineata	15	TL	1	20	3	IM	M	D	F	B
6623	6623	Actinopterygii_(ray-finned_fishes)	Perciformes	Kyphosidae	1	Labracoglossa	argenteiventris	Labracoglossa_argenteiventris	20	TL	0	NA	3	PK	W	D	L	H
6625	6625	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Sargocentron	rubrum	Sargocentron_rubrum	32	TL	1	84	4	IM	M	N	S	L
6626	6626	Actinopterygii_(ray-finned_fishes)	Perciformes	Mullidae	1	Parupeneus	spilurus	Parupeneus_spilurus	36	TL	0	NA	4	IM	M	D	F	B
6627	6627	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	fuscus	Pseudochromis_fuscus	10	TL	2	30	2	IM	S	D	S	B
6628	6628	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Plectorhinchus	diagrammus	Plectorhinchus_diagrammus	40	TL	0	NA	4	IM	M	D	S	B
6629	6629	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Nemateleotris	magnifica	Nemateleotris_magnifica	9	TL	6	70	2	PK	S	D	P	L
6630	6630	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	vaigiensis	Abudefduf_vaigiensis	20	TL	1	15	3	PK	S	D	M	L
12536	12536	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	sanctaehelenae	Chaetodon_sanctaehelenae	18	TL	0	25	3	IM	S	D	P	L
6632	6632	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Premnas	biaculeatus	Premnas_biaculeatus	17	TL	1	16	3	PK	S	D	F	B
6633	6633	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Stethojulis	interrupta	Stethojulis_interrupta	13	TL	0	NA	3	IM	M	D	F	B
3605	3605	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	sedentarius	Chaetodon_sedentarius	15	TL	5	92	3	IM	S	D	P	L
6635	6635	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Monacanthidae	1	Cantherhines	pardalis	Cantherhines_pardalis	25	TL	2	20	4	IM	M	D	S	B
6634	6634	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	selene	Chaetodon_selene	16	TL	8	50	3	IM	S	D	P	B
6638	6638	Actinopterygii_(ray-finned_fishes)	Pleuronectiformes	Bothidae	1	Grammatobothus	polyophthalmus	Grammatobothus_polyophthalmus	21	TL	0	90	3	IM	NA	NA	NA	NA
6647	6647	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	nox	Centropyge_nox	10	TL	3	70	2	HD	S	D	P	B
5575	5575	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	semeion	Chaetodon_semeion	26	TL	2	30	4	IM	S	D	P	B
6649	6649	Actinopterygii_(ray-finned_fishes)	Perciformes	Sphyraenidae	1	Sphyraena	helleri	Sphyraena_helleri	80	TL	15	104	5	FC	W	N	M	H
6650	6650	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chelmon	marginalis	Chelmon_marginalis	18	TL	1	30	3	IM	S	D	P	B
6651	6651	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chelmon	muelleri	Chelmon_muelleri	20.5	TL	0	NA	3	IM	S	D	P	B
6652	6652	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Abudefduf	abdominalis	Abudefduf_abdominalis	30	TL	1	50	4	PK	S	D	M	L
6653	6653	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenopsis	cacopsis	Scorpaenopsis_cacopsis	51	TL	4	60	5	FC	S	N	S	B
6654	6654	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Congridae	1	Conger	cinereus	Conger_cinereus	130	TL	1	80	6	FC	M	N	S	B
6655	6655	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Acanthochromis	polyacanthus	Acanthochromis_polyacanthus	14	TL	1	65	3	OM	S	D	M	B
6656	6656	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	chrysura	Chromis_chrysura	14	SL	6	45	3	PK	S	D	M	L
6657	6657	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Coris	dorsomacula	Coris_dorsomacula	20	TL	2	40	3	IM	M	D	S	B
6659	6659	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Corythoichthys	amplexus	Corythoichthys_amplexus	10	SL	0	31	2	IM	S	D	P	B
16	16	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Epinephelus	itajara	Epinephelus_itajara	250	TL	1	100	6	IM	M	N	S	B
8196	8196	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Epinephelus	labriformis	Epinephelus_labriformis	60	TL	1	50	5	FC	M	N	S	B
6662	6662	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	eurostus	Gymnothorax_eurostus	60	TL	1	74	5	FC	S	N	S	B
6663	6663	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	nebulosus	Halichoeres_nebulosus	12	TL	1	40	3	IM	M	D	F	B
6664	6664	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	ornatissimus	Halichoeres_ornatissimus	18	TL	4	15	3	IM	M	D	S	B
12300	12300	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	semilarvatus	Chaetodon_semilarvatus	23	TL	3	20	4	IM	S	D	P	B
12648	12648	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaetodontidae	1	Chaetodon	smithi	Chaetodon_smithi	17	TL	10	30	3	PK	S	D	M	L
6667	6667	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacanthidae	1	Centropyge	ferrugata	Centropyge_ferrugata	10	TL	6	30	2	HD	S	D	P	B
6668	6668	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Tetraodontidae	1	Canthigaster	rivulata	Canthigaster_rivulata	18	TL	0	350	3	OM	S	D	S	B
