Gaspar_code	FB_Spec_Code	Class	Order	Family	Bellwood_Floeter	Genus	Species	Genus_and_species	Size	Size_type	Depth_min	Depth_max	Size_class	Diet_2012	Home_range	Activity	Schooling	Level
16647	16647	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	okapia	Lythrypnus_okapia	1.110.000.014	SL	0	15,24	1	IM	S	D	S	B
16648	16648	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	elasson	Lythrypnus_elasson	1.580.000.043	SL	0	25,908	1	IM	S	D	S	B
16661	16661	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Tomicodon	fasciatus	Tomicodon_fasciatus	5.099.999.905	SL	0	6,096	2	IM	S	D	S	B
16662	16662	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Acyrtus	artius	Acyrtus_artius	NA	NA	0	15,24	1	IM	S	D	S	B
16663	16663	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Arcos	macrophthalmus	Arcos_macrophthalmus	9	TL	0	22,51716	2	IM	S	D	S	B
16677	16677	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Acyrtus	rubiginosus	Acyrtus_rubiginosus	3.5	TL	0	3,6	1	IM	S	D	S	B
16678	16678	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Gobiesox	lucayanus	Gobiesox_lucayanus	6	TL	0	3,048	2	IM	S	D	S	B
16680	16680	Actinopterygii_(ray-finned_fishes)	Lophiiformes	Antennariidae	1	Antennarius	bermudensis	Antennarius_bermudensis	7.599.999.905	SL	4	30	2	FC	S	NA	S	B
16734	16734	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Apletodon	pellegrini	Apletodon_pellegrini	5	TL	0	19	2	IM	S	D	S	B
16738	16738	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Diplecogaster	bimaculata_pectoralis	Diplecogaster_bimaculata_pectoralis	2.230.000.019	SL	0	36	1	IM	S	D	S	B
16740	16740	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Diplecogaster	ctenocrypta	Diplecogaster_ctenocrypta	1.669.999.957	SL	0	36	1	IM	S	D	S	B
16746	16746	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Lepadogaster	purpurea	Lepadogaster_purpurea	7.5	SL	0	10	2	IM	S	D	S	B
16751	16751	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Lepadogaster	zebrina	Lepadogaster_zebrina	5.400.000.095	SL	0	1	2	IM	S	D	S	B
16756	16756	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Opeatogenys	cadenati	Opeatogenys_cadenati	2.099.999.905	SL	0	5	1	IM	S	D	S	B
16791	16791	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Carapidae	1	Carapus	mourlani	Carapus_mourlani	17	TL	1	150	3	IM	S	N	S	B
16792	16792	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Carapidae	1	Onuxodon	parvibrachium	Onuxodon_parvibrachium	10	TL	1	30	2	IM	S	N	S	B
16794	16794	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Bythitidae	1	Bidenichthys	capensis	Bidenichthys_capensis	9	TL	0	NA	2	IM	S	N	S	B
16797	16797	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Bythitidae	1	Dermatopsoides	kasougae	Dermatopsoides_kasougae	6.5	TL	0	NA	2	IM	S	N	S	B
16799	16799	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Bythitidae	1	Grammonoides	opisthodon	Grammonoides_opisthodon	5	TL	0	22	1	IM	S	N	S	B
168	168	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	notatus	Lutjanus_notatus	25	TL	0	NA	4	FC	NA	NA	NA	NA
16829	16829	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Carapidae	1	Carapus	boraborensis	Carapus_boraborensis	30	TL	1	150	4	IM	S	N	S	B
16844	16844	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Diplecogaster	megalops	Diplecogaster_megalops	3.4	TL	0	NA	1	IM	S	D	S	B
16845	16845	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Lepadichthys	caritus	Lepadichthys_caritus	3	TL	4	20	1	IM	S	D	S	B
16847	16847	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Pherallodus	smithi	Pherallodus_smithi	1.9	SL	0	NA	1	IM	S	D	S	B
16862	16862	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Acentronura	tentaculata	Acentronura_tentaculata	6.3	TL	1	20	1	IM	S	D	F	B
16863	16863	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Choeroichthys	smithi	Choeroichthys_smithi	5	TL	1	10	1	IM	S	D	S	B
16864	16864	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Doryrhamphus	bicarinatus	Doryrhamphus_bicarinatus	8	TL	0	NA	2	IM	S	D	S	B
16866	16866	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Neoscorpaena	nielseni	Neoscorpaena_nielseni	14	TL	100	405	3	NA	NA	NA	NA	NA
16868	16868	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenopsis	gilchristi	Scorpaenopsis_gilchristi	6	TL	0	26	2	IM	S	N	S	B
16869	16869	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Sebastapistes	tinkhami	Sebastapistes_tinkhami	8	TL	0	NA	2	IM	S	N	S	B
16871	16871	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Caracanthidae	1	Caracanthus	madagascariensis	Caracanthus_madagascariensis	5	TL	0	NA	1	IM	S	N	S	B
16876	16876	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Plectranthias	morgansi	Plectranthias_morgansi	5	SL	80	267	1	NA	NA	NA	NA	NA
16886	16886	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	flagelliferus	Apogon_flagelliferus	13	TL	0	NA	3	PK	S	N	NA	NA
16890	16890	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Gymnapogon	africanus	Gymnapogon_africanus	5	TL	0	NA	1	PK	S	N	M	L
16891	16891	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Pseudamiops	pellucidus	Pseudamiops_pellucidus	4	TL	0	NA	1	PK	S	N	F	B
169	169	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	novemfasciatus	Lutjanus_novemfasciatus	170	TL	2	60	6	FC	W	N	S	B
16902	16902	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Decodon	grandisquamis	Decodon_grandisquamis	18.5	TL	0	NA	3	IM	NA	D	NA	B
1692	1692	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Anthias	anthias	Anthias_anthias	27	SL	0	300	4	PK	S	D	M	L
1693	1693	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	imberbis	Apogon_imberbis	15	SL	10	200	3	PK	S	N	L	L
16930	16930	Actinopterygii_(ray-finned_fishes)	Perciformes	Creediidae	1	Chalixodytes	chameleontoculis	Chalixodytes_chameleontoculis	4.6	TL	0	NA	1	IM	S	D	S	B
16931	16931	Actinopterygii_(ray-finned_fishes)	Perciformes	Creediidae	1	Limnichthys	nitidus	Limnichthys_nitidus	3.5	TL	8	9	1	IM	S	D	S	B
16938	16938	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	multifasciata	Parapercis_multifasciata	18	SL	0	NA	3	IM	M	D	S	B
16940	16940	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Alloblennius	parvus	Alloblennius_parvus	2.6	SL	6	10	1	HD	S	D	S	L
16942	16942	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Chalaroderma	capito	Chalaroderma_capito	20	SL	0	NA	3	HD	S	D	S	B
16943	16943	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Chalaroderma	ocellata	Chalaroderma_ocellata	7	SL	0	NA	2	HD	S	D	S	B
16944	16944	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Hirculops	cornifer	Hirculops_cornifer	6	SL	0	NA	1	HD	S	D	NA	B
16946	16946	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Blenniella	cyanostigma	Blenniella_cyanostigma	8.1	SL	0	NA	3	HD	S	D	S	B
16947	16947	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Mimoblennius	rusi	Mimoblennius_rusi	4.02	SL	2	2	1	HD	S	D	S	B
16948	16948	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Omobranchus	banditus	Omobranchus_banditus	6	SL	0	NA	2	HD	S	D	S	B
16955	16955	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	cornutus	Parablennius_cornutus	15	SL	0	NA	3	HD	S	D	S	B
16957	16957	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	lodosus	Parablennius_lodosus	4	SL	0	NA	1	HD	S	D	S	B
16962	16962	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	pilicornis	Parablennius_pilicornis	12.7	SL	0	25	3	IM	S	D	S	B
16966	16966	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Scartella	emarginata	Scartella_emarginata	10	SL	0	NA	2	HD	S	D	S	B
16974	16974	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	abeli	Enneapterygius_abeli	2.5	TL	0	NA	1	IM	S	D	S	B
16975	16975	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	clarkae	Enneapterygius_clarkae	2.5	TL	0	NA	1	IM	S	D	S	B
16977	16977	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	elegans	Enneapterygius_elegans	4	TL	0	12	1	IM	S	D	S	B
16979	16979	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	pusillus	Enneapterygius_pusillus	2.5	TL	3	20	1	IM	S	D	S	B
16981	16981	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	ventermaculus	Enneapterygius_ventermaculus	4	TL	0	12	1	IM	S	D	S	B
16984	16984	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Cancelloxus	burrelli	Cancelloxus_burrelli	12	TL	0	20	3	IM	S	D	S	B
16991	16991	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Cancelloxus	elongatus	Cancelloxus_elongatus	5	TL	10	25	2	IM	S	D	S	B
16996	16996	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Clinus	berrisfordi	Clinus_berrisfordi	12	TL	0	1,5	3	IM	S	D	S	B
16999	16999	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Clinus	heterodon	Clinus_heterodon	13	TL	0	1,4375	3	IM	S	D	S	B
5367	5367	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Epinephelus	areolatus	Epinephelus_areolatus	47	TL	6	200	4	FC	M	B	S	B
170	170	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	peru	Lutjanus_peru	95	TL	1	80	6	FC	W	N	L	L
1700	1700	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	sanguinolentus	Parablennius_sanguinolentus	20	TL	0	10	4	OM	S	D	S	B
17002	17002	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Clinus	latipennis	Clinus_latipennis	12	TL	0	1,4375	3	IM	S	D	S	B
17003	17003	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Clinus	nematopterus	Clinus_nematopterus	11	TL	13	1,4375	3	IM	S	D	S	B
17004	17004	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Clinus	rotundifrons	Clinus_rotundifrons	5	SL	0	1,4375	2	IM	S	D	S	B
17007	17007	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Pavoclinus	smalei	Pavoclinus_smalei	5.5	TL	18	22	2	IM	S	D	S	B
1701	1701	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Salaria	pavo	Salaria_pavo	13	TL	0	NA	3	NA	NA	NA	NA	NA
17015	17015	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Pavoclinus	myae	Pavoclinus_myae	5	TL	0	2	2	IM	S	D	S	B
17018	17018	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Xenopoclinus	leprosus	Xenopoclinus_leprosus	8	TL	0	14,21429	2	IM	S	D	S	B
1702	1702	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	tentacularis	Parablennius_tentacularis	15	TL	3	10	3	OM	S	D	S	B
17020	17020	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Xenopoclinus	kochi	Xenopoclinus_kochi	10	TL	0	14,21429	3	IM	S	D	S	B
17031	17031	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Synchiropus	postulus	Synchiropus_postulus	2.6	TL	0	12	1	IM	S	D	S	B
17033	17033	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amoya	signatus	Yongeichthys_pavidus	5.5	TL	0	NA	2	IM	S	D	S	B
17044	17044	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Barbuligobius	boehlkei	Barbuligobius_boehlkei	2	SL	5	12	1	IM	S	D	S	B
17045	17045	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Bathygobius	laddi	Bathygobius_laddi	5	TL	0	NA	2	IM	S	D	S	B
17050	17050	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Callogobius	flavobrunneus	Callogobius_flavobrunneus	7	TL	0	NA	2	IM	S	D	S	B
17051	17051	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Myersina	pretoriusi	Myersina_pretoriusi	7.5	TL	0	NA	2	PK	S	D	P	NA
17056	17056	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Fusigobius	duospilus	Fusigobius_duospilus	6	TL	1	42	2	IM	S	D	F	B
1706	1706	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Chromis	chromis	Chromis_chromis	25	TL	2	40	4	PK	M	D	L	H
17070	17070	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Cremnochorites	capensis	Cremnochorites_capensis	8	TL	5	30	2	IM	S	D	S	B
17071	17071	Actinopterygii_(ray-finned_fishes)	Perciformes	Clinidae	1	Pavoclinus	litorafontis	Pavoclinus_litorafontis	21	TL	0	2	4	IM	S	D	S	B
1708	1708	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Symphodus	tinca	Symphodus_tinca	44	SL	1	50	5	NA	NA	NA	NA	NA
1709	1709	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Symphodus	roissali	Symphodus_roissali	17	SL	1	30	3	NA	NA	NA	NA	NA
171	171	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	purpureus	Lutjanus_purpureus	100	TL	26	340	6	IM	M	D	F	L
17189	17189	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Myripristis	tiki	Myripristis_tiki	21.2	SL	2	15	4	PK	M	N	F	L
17190	17190	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Myripristis	woodsi	Myripristis_woodsi	25	TL	2	3	4	PK	M	N	F	L
172	172	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	quinquelineatus	Lutjanus_quinquelineatus	38	TL	2	40	4	IM	M	N	L	L
17239	17239	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Minyichthys	sentus	Minyichthys_sentus	6	TL	0	100	2	IM	S	D	S	B
17252	17252	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	annobonae	Scorpaena_annobonae	4.400.000.095	SL	9	224,8419	1	IM	S	B	S	B
17254	17254	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	ascensionis	Scorpaena_ascensionis	3.75	SL	16	224,8419	1	IM	S	B	S	B
17256	17256	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	canariensis	Scorpaena_canariensis	14	TL	0	224,8419	3	IM	S	B	S	B
17259	17259	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	loppei	Scorpaena_loppei	15	TL	50	224,8419	3	IM	S	B	S	B
17262	17262	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	mellissii	Scorpaena_mellissii	28.5	SL	10	224,8419	4	IM	S	B	S	B
17283	17283	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenodes	africanus	Scorpaenodes_africanus	90	TL	0	47	6	FC	S	B	S	B
17284	17284	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenodes	elongatus	Scorpaenodes_elongatus	15	TL	0	47	3	IM	S	B	S	B
17285	17285	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaenodes	insularis	Scorpaenodes_insularis	10	SL	3	47	3	IM	S	B	S	B
1729	1729	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Muraena	helena	Muraena_helena	150	TL	0	NA	6	FC	S	N	S	B
173	173	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	rivulatus	Lutjanus_rivulatus	80	TL	50	100	5	FC	M	N	S	L
1730	1730	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Gymnothorax	unicolor	Gymnothorax_unicolor	100	TL	0	300	6	FC	S	B	S	B
17345	17345	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Muraenichthys	gymnopterus	Muraenichthys_gymnopterus	30	TL	0	NA	4	IM	S	N	S	B
17352	17352	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Holanthias	caudalis	Holanthias_caudalis	2.139.999.962	SL	0	100	4	PK	S	D	M	L
17354	17354	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Holanthias	fronticinctus	Holanthias_fronticinctus	22	SL	0	110	4	PK	S	D	M	L
17360	17360	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	axillaris	Apogon_axillaris	15	TL	4	35	3	PK	S	N	F	L
17388	17388	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Muraenidae	1	Uropterygius	supraforatus	Uropterygius_supraforatus	40	TL	0	37	4	IM	S	N	S	B
17389	17389	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Chlopsidae	1	Kaupichthys	atronasus	Kaupichthys_atronasus	12	TL	12	15	3	IM	S	N	S	B
17390	17390	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Chlopsidae	1	Kaupichthys	brachychirus	Kaupichthys_brachychirus	13	TL	0	43	3	IM	S	N	S	B
17393	17393	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Cirricaecula	johnsoni	Cirricaecula_johnsoni	40	NA	0	NA	4	IM	S	N	S	B
17394	17394	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Elapsopis	versicolor	Elapsopis_versicolor	52	TL	0	NA	5	IM	S	N	S	B
17396	17396	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Evips	percinctus	Evips_percinctus	12.6	TL	0	4	2	IM	S	N	S	B
17399	17399	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Ichthyapus	vulturis	Ichthyapus_vulturis	60	TL	0	NA	4	FC	S	N	S	B
17404	17404	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Congridae	1	Poeciloconger	fasciatus	Poeciloconger_fasciatus	60	SL	2	32	5	FC	M	N	S	B
17407	17407	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Echelus	uropterus	Echelus_uropterus	60	TL	0	NA	4	IM	S	N	S	B
1741	1741	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Ophichthus	rufus	Ophichthus_rufus	60	TL	0	366,75	5	IM	S	D	S	B
17410	17410	Actinopterygii_(ray-finned_fishes)	Anguilliformes	Ophichthidae	1	Schismorhynchus	labialis	Schismorhynchus_labialis	20	TL	1	NA	3	IM	S	N	S	B
17414	17414	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Ophidiidae	1	Brotula	townsendi	Brotula_townsendi	75	TL	0	NA	3	FC	S	N	S	B
1742	1742	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Ophidiidae	1	Ophidion	barbatum	Ophidion_barbatum	25	SL	0	15,24	4	IM	S	D	S	B
17420	17420	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Liobranchia	stria	Liobranchia_stria	1.8	NA	0	NA	1	IM	S	D	S	B
17422	17422	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Lepadichthys	minor	Lepadichthys_minor	2.2	NA	0	NA	1	IM	S	D	S	B
17426	17426	Actinopterygii_(ray-finned_fishes)	Perciformes	Haemulidae	1	Pomadasys	suillus	Pomadasys_suillus	40	TL	0	50	5	IM	M	B	M	L
17428	17428	Actinopterygii_(ray-finned_fishes)	Beryciformes	Holocentridae	1	Sargocentron	dorsomaculatum	Sargocentron_dorsomaculatum	19.66	SL	0	9	3	IM	M	N	S	L
17430	17430	Actinopterygii_(ray-finned_fishes)	Syngnathiformes	Syngnathidae	1	Micrognathus	brevirostris_pygmaeus	Micrognathus_pygmaeus	6	TL	2	12	1	IM	S	D	S	B
17444	17444	Actinopterygii_(ray-finned_fishes)	Perciformes	Plesiopidae	1	Acanthoplesiops	hiatti	Acanthoplesiops_hiatti	2.4	SL	0	18	1	IM	S	D	S	B
17451	17451	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Cirrhilabrus	luteovittatus	Cirrhilabrus_luteovittatus	12	TL	7	30	3	PK	S	D	M	L
17454	17454	Actinopterygii_(ray-finned_fishes)	Perciformes	Creediidae	1	Chalixodytes	tauensis	Chalixodytes_tauensis	4	TL	1	10	1	IM	S	D	S	B
17457	17457	Actinopterygii_(ray-finned_fishes)	Perciformes	Creediidae	1	Limnichthys	donaldsoni	Limnichthys_donaldsoni	45	TL	0	NA	1	IM	S	D	S	B
17462	17462	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Atrosalarias	fuscus_fuscus	Atrosalariasfuscus_fuscus	10	TL	0	NA	2	HD	NA	NA	NA	NA
17464	17464	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Anaora	tentaculata	Anaora_tentaculata	6	TL	0	30	2	IM	S	D	S	B
17467	17467	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Callionymus	delicatulus	Callionymus_delicatulus	6	TL	1	20	2	IM	S	D	S	B
17468	17468	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Callionymus	enneactis	Callionymus_enneactis	8	TL	0	15	1	IM	S	D	S	B
17470	17470	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Callionymus	simplicicornis	Callionymus_simplicicornis	5	TL	0	40	1	IM	S	D	S	B
17471	17471	Actinopterygii_(ray-finned_fishes)	Perciformes	Acanthuridae	1	Acanthurus	gahhm	Acanthurus_gahhm	40	TL	1	40	4	HD	M	D	F	B
17472	17472	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Synchiropus	circularis	Synchiropus_circularis	2.3	SL	0	8	2	IM	S	D	S	B
17475	17475	Actinopterygii_(ray-finned_fishes)	Perciformes	Callionymidae	1	Synchiropus	laddi	Synchiropus_laddi	3	TL	0	15	1	IM	S	D	F	B
17476	17476	Actinopterygii_(ray-finned_fishes)	Perciformes	Xenisthmidae	1	Allomicrodesmus	dorotheae	Allomicrodesmus_dorotheae	2	NA	0	NA	1	IM	S	NA	S	B
17479	17479	Actinopterygii_(ray-finned_fishes)	Perciformes	Microdesmidae	1	Paragunnellichthys	seychellensis	Paragunnellichthys_seychellensis	4	NA	0	NA	1	PK	S	D	P	L
1748	1748	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Bythitidae	1	Grammonus	ater	Grammonus_ater	12	SL	0	NA	3	NA	NA	NA	NA	NA
17480	17480	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Parioglossus	formosus	Parioglossus_formosus	4.5	SL	0	15	1	PK	S	D	M	L
17481	17481	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Parioglossus	lineatus	Parioglossus_lineatus	NA	NA	0	NA	1	PK	S	D	M	L
17482	17482	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Parioglossus	nudus	Parioglossus_nudus	2	SL	5	37	1	PK	S	D	M	L
17483	17483	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Parioglossus	palustris	Parioglossus_palustris	2.8	SL	0	NA	1	PK	S	D	M	L
17484	17484	Actinopterygii_(ray-finned_fishes)	Perciformes	Ptereleotridae	1	Parioglossus	rainfordi	Parioglossus_rainfordi	NA	NA	0	NA	1	PK	S	D	M	L
1749	1749	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Diplodus	puntazzo	Diplodus_puntazzo	60	TL	0	150	5	OM	M	D	F	L
1752	1752	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Diplodus	annularis	Diplodus_annularis	24	TL	0	90	4	IM	M	D	F	L
1753	1753	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Diplodus	sargus_sargus	Diplodus_sargus_sargus	45	TL	0	50	5	IM	M	D	F	L
1754	1754	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Diplodus	vulgaris	Diplodus_vulgaris	45	TL	0	160	5	IM	M	D	F	L
1756	1756	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Pagrus	pagrus	Pagrus_pagrus	91	TL	0	200	6	IM	M	D	F	L
1758	1758	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	porcus	Scorpaena_porcus	37	TL	0	NA	4	FC	S	N	S	B
1759	1759	Actinopterygii_(ray-finned_fishes)	Scorpaeniformes	Scorpaenidae	1	Scorpaena	scrofa	Scorpaena_scrofa	50	TL	20	500	5	FC	S	N	S	B
176	176	Actinopterygii_(ray-finned_fishes)	Perciformes	Lutjanidae	1	Lutjanus	russellii	Lutjanus_russelli	50	TL	10	80	4	FC	M	N	F	L
